CourseID,Subject,Number,Name,Description,Credit Hours,Degree Attributes
CLCV492,CLCV,492,Senior Thesis,Thesis and honors; for candidates for departmental distinction in classical civilization and for other seniors. 2 to 4 undergraduate hours. No graduate credit. Prerequisite: Senior standing and consent of Classics Honors Program.,2 TO 4 hours.,
CLCV493,CLCV,493,Independent Reading,Reading in selected fields in consultation with the instructor. 1 to 4 undergraduate hours. 1 to 4 graduate hours. May be repeated up to 8 hours if topics vary. Prerequisite: 9 hours of CLCV classes. For majors and minors only.,1 TO 4 hours.,
CLE621,CLE,621,Physical Diagnosis I,"This course addresses concepts of history and physical assessment, includes H&P, preoperative assessment, routine physicals. No graduate credit. 6 professional hours. Approved for S/U grading only. Prerequisite: This course is restricted to students enrolled in the MD program at Carle Illinois College of Medicine.",6 hours.,
CMN101,CMN,101,Public Speaking,"Preparation and presentation of short informative and persuasive speeches; emphasis on the selection and organization of material, methods of securing interest and attention, and the elements of delivery. Credit is not given for both CMN 101 and either CMN 111 or CMN 112.",3 hours.,
CMN102,CMN,102,Intro to Comm Theory &amp; Res,"Survey of the questions probed, the methods employed, and the current status of knowledge in the study of communication.",4 hours.,Social & Beh Sci - Beh Sci course.
CMN111,CMN,111,Oral &amp; Written Comm I,"Principles and practice in communication; stress on fundamentals of critical thinking in writing and speaking. The campus Composition I general education requirement is fulfilled by this course in conjunction with CMN 112. Credit is not given for both CMN 111 + CMN 112, and other courses that fulfill the Composition I requirement (such as RHET 101+RHET 102, RHET 105, ESL 115); Credit is also not given for both CMN 111+ CMN 112, and CMN 101. CMN 111+ CMN 112 cannot be taken by students who have completed the campus Composition I general education requirement.",3 hours.,Composition I course.
CMN199,CMN,199,Undergraduate Open Seminar,May be repeated to a maximum of 6 hours.,0 TO 5 hours.,
CMN204,CMN,204,Internship in Teaching Comm,"Supervised experience in assisting in the teaching of an undergraduate course in communication; practice in preparing and presenting brief lectures, conducting activities within class, and assisting students outside of class.  Prerequisite: Junior standing, cumulative 3.0 grade-point average, 3.5 grade-point average in Communication coursework, recommendation from an instructor, and approval by application.",3 hours.,
CMN211,CMN,211,Business Communication,"Focus on relevant theory and research on communication strategies and skills vital to diverse business contexts. Topics include personal branding and self-marketing; job interviewing basics; business ethics; business writing; networking; professional etiquette and behaviors; and business presentations. Activities include presentations, written assignments, and practice interviews. Prerequisite: CMN 101.",3 hours.,
CMN212,CMN,212,Intro to Organizational Comm,"Considers major theories, research questions, and approaches to organizational communication.",3 hours.,
CMN213,CMN,213,Small Group Communication,"Considers major theories, processes, and practical measures contributing to effective communication in small group and team contexts. Credit is not given for CMN 113 and CMN 213.",3 hours.,
CMN215,CMN,215,Interviewing Principles &amp; Practices,"Provides a survey of communication-based interviewing theories and practices. Students will learn theoretical and practical principles related to major types of interviews, the ethics and legalities of interviewing, and apply this knowledge through repeated practice, as both an interviewer and interviewee, leading to competency in employment, informational, and persuasive scenarios. Credit is not given for both CMN 115 and CMN 215. Prerequisite: CMN 101 or CMN 111 and CMN 112.",3 hours.,
CMN220,CMN,220,Communicating Public Policy,"Study of the nature of policy-oriented communication; analysis and formulation of positions on issues of professional, personal, or public interest; design and presentation of public policy messages addressed to varying tasks and audiences, with special emphasis on advanced writing skills. Prerequisite: Completion of campus Composition I general education requirement.",3 hours.,Advanced Composition course.
CMN230,CMN,230,Intro to Interpersonal Comm,"Study of communication theory and its application to interpersonal relationships; extensive discussion of problems of conflict and misunderstanding in personal affairs to facilitate the development of knowledge, insights, and skills in the processes of face-to-face interaction.",3 hours.,Social & Beh Sci - Soc Sci course.
CMN232,CMN,232,Intro to Intercultural Comm,"Introduction to the study of intercultural communication in a variety of contexts, including domestic and international; examines theory and research to explain what happens when people from different cultural and linguistic backgrounds interact. Requires students to think critically about the ways in which ""taken-for-granted"" ways of thinking, acting, and interacting are culturally specific.",3 hours.,"Cultural Studies - Non-West, and Social & Beh Sci - Soc Sci course."
CMN250,CMN,250,Social Movement Communication,"Examines the communication strategies of social movements, concentrating on the types of messages that social movements create (including rhetorical messaging, social protest, grassroots organizing, fundraising, and media outreach). Focuses on the communication of major 19th, 20th, and 21st century social protest movements, including movements for civil rights, environmentalism, women's rights, and others. Emphasizes the functions of communication for identity formation, promulgation, and social change. Provides knowledge and tools for the analysis and production of messages.",3 hours.,Cultural Studies - US Minority course.
CMN260,CMN,260,Intro to Health Communication,"Introduces theory and research on communication in health and illness contexts. Explores how messages from media, interpersonal, and organizational sources affect health beliefs and behaviors.",3 hours.,"Social & Beh Sci - Beh Sci, and Cultural Studies - Western course."
CMN275,CMN,275,"Media, Money and Power","Describes the political economy of the media in the U.S. Acquaints students with a core understanding of how the media system operates, and with what effects, in a capitalist society. Examines the role of advertising, public relations, corporate concentration, and government regulation upon news reporting, entertainment, culture, and participatory democracy. Also examines issues related to the Internet, globalization, and public broadcasting.",3 hours.,"Humanities - Hist & Phil, and Cultural Studies - Western course."
CMN277,CMN,277,Introduction to Mediated Communication,"Survey of the history, structure, forms, and social effects of the American mass media, with significant focus on study of how media shape perceptions of people of color and other stigmatized groups.",4 hours.,"Social & Beh Sci - Soc Sci, and Cultural Studies - US Minority course."
CMN280,CMN,280,Comm Technology &amp; Society,"Introduction to theory and research on both old and new communication technologies; focus will be on how these technological systems develop and are used, and what implications of these systems have for culture and society.",3 hours.,Social & Beh Sci - Soc Sci course.
CMN304,CMN,304,Communication Internship,Directed internship experience for Communication majors. Students must have consent of the Internship Coordinator. May be repeated in separate terms to a maximum of 6 hours.,1 TO 3 hours.,
CMN310,CMN,310,The Rhetorical Tradition,Survey of major trends in the development of rhetorical theory from Homer to the present.,3 hours.,
CMN312,CMN,312,Communicating for Innovation,"This course challenges the notion that good ideas are produced by ""lone geniuses."" Surveying theories from organizational communication, we will explore the important role communication plays in fostering innovation and creativity in the workplace. Some topics discussed include: socialization, group decision-making, information sharing, positive workplace environments, the role of communication technologies, and social networks. Students will analyze real-world cases and participate in class activities designed to demonstrate innovation processes in action.",3 hours.,
CMN321,CMN,321,Strategies of Persuasion,Studies of powerful instances of public persuasion; students examine key means of public influence.,3 hours.,
CMN323,CMN,323,Argumentation,"Study of the theory of argument, e.g., evidence, reasoning, and construction of briefs; practice in formal and informal forms of debate and public discourse on current public questions. Prerequisite: CMN 101.",3 hours.,
CMN336,CMN,336,Family Communication,"Examines the nature and functions of communication in various family configurations (e.g. nuclear families, single-parent families, stepfamilies); discusses both problematic interaction patterns and links between family interaction and strong families.",3 hours.,
CMN340,CMN,340,Visual Politics,"Explores the role of visual images in U.S. culture, paying special attention to the ways that images function persuasively as political communication. Provides tools for analyzing historical and contemporary images and artifacts, such as photographs, prints, paintings, advertisements, and memorials. Emphasis on how visual images are used for remembering and memorializing; confronting and resisting; consuming and commodifying; governing and authorizing; and visualizing and informing.",3 hours.,
CMN345,CMN,345,Visual Media Effects,"Provides an introduction to visual media effects in communication, and is intended for students with little or no experience with visual aspects of communication. Focuses on social scientific approaches to understanding visual media effects and theories of visual communication.",3 hours.,
CMN361,CMN,361,Storytelling as Oral Communication,"Explores the role of traditional oral narrative in contemporary social life. Examines some major genres: folktales, family stories, personal growth narratives, professional autobiographical presentations, TED talks. Each of these genres will be examined in terms of content, context in a larger community of discourse, and performance demands. In addition, students will create and perform their own stories representing these genres.",3 hours.,
CMN368,CMN,368,Sexual Communication,"Describes sex as a fundamental activity in the development and maintenance of human relationships. Communication about sex happens in a variety of interpersonal, group, organizational, and mediated contexts. Explores the many ways in which sexual communication intersects our personal, relational, cultural, and institutional norms and values. Topics will include social norms about sexual communication, sexual harassment, family communication about sex, sexual health education, doctor-patient communication about sex, and sex in the media and in advertising. Theory and research on communication processes will be used to elaborate how talk about sex can achieve multiple goals.",3 hours.,
CMN370,CMN,370,Political Economy of Communication,"Addresses significant contemporary social issues from the perspective of the political economy of communication.  Issues may include, but are not limited to, the influence of money on political communication, the role of the media in American attitudes toward racial inequalities, or the politics of science reporting. This course will feature a number of recent books on social problems in the United States that have a communication twist. Class-time will be focused on discussing the books. Prerequisite: Junior or senior standing required.",3 hours.,
CMN377,CMN,377,Propaganda and Modern Society,"Traces the social, economic, and political underpinnings of propaganda and public relations. Examines  the rise of corporate propaganda in the early 20th century and explores how these strategies were adapted by a wide range of social and political actors. The second part of the course discusses the above issues from contemporary perspectives. The role of WWI, WWII, and the more recent Iraqi war, in solidifying the role of government and commercial propaganda in society and the frequently blurry distinctions between government propaganda and commercial public relations will also be discussed. The relationship between propaganda, PR and the mass media will constitute a constant site of inquiry. This course focuses on theory, especially critical theory.",3 hours.,
CMN390,CMN,390,Individual Study,Individual investigation of special problems. May be repeated to a maximum of 6 hours. Prerequisite: Twelve hours of communication coursework; a grade-point average of 3.25; and consent of head of department.,1 TO 3 hours.,
CMN396,CMN,396,Special Topics in Comm,Special topics in communication not treated in regularly scheduled courses. See Class Schedule for current topics. May be repeated as topics vary.,3 hours.,
CMN412,CMN,412,Adv Organizational Comm,"Advanced study of theory and research in organizational communication; considers such topics as communication networks, superior-subordinate communications, task-related and social information processing, and communicating with the external environment. 3 undergraduate hours. 4 graduate hours. Prerequisite: CMN 212.",3 OR 4 hours.,
CMN429,CMN,429,Race and the Mass Media,"Presents an overview of racial stereotypes in the mass media and the effects of stereotypical imagery on viewers. Discussion of the structural and social origins of stereotypic media from multiple perspectives focusing on published scholarship that systematically assesses the content and effects of racial representations from a social scientific perspective. Intersections between race, ethnicity, class, and gender also will be explored. 3 undergraduate hours. 4 graduate hours.",3 OR 4 hours.,
CMN462,CMN,462,Interpersonal Health Comm,"Examines the role of communication in the management of mental and physical health. Focuses on topics such as communication and illness identity, health and interpersonal relationships, health care provider-patient interactions, impacts of technology on health communication, and health education and prevention efforts. 3 undergraduate hours. 4 graduate hours.",3 OR 4 hours.,
CMN463,CMN,463,Organizational Health Comm,"Focuses on organizational issues shaping communication between providers, patients, and consumers of health care and information, including background on financing personal medical services; organizations, professions, and their interrelationships involved in providing medical services; theorizing communication and organization in personal medical services; and communication between organizations and the public on health issues. Topics include managed care, professional communication, the hospital as a unique communication site, ethics in health communication, direct-to-consumer drug advertising, and health crisis communication. 3 undergraduate hours. 4 graduate hours.",3 OR 4 hours.,
CMN464,CMN,464,Health Communication Campaigns,"Focuses on the theoretical principles behind designing, implementing, and evaluating a health communication campaign. Students will be exposed to campaigns pertaining to alcohol abuse, illicit drug use, organ donation, safe sex, tobacco use, among others. The first part of the course reviews theories used in health communication campaigns, derived from the disciplines of communication, social psychology, and public health. The second part of the course focuses on designing campaigns and creating messages as well as evaluating the effects of those campaigns and messages. 3 undergraduate hours. 4 graduate hours.",3 OR 4 hours.,
CMN465,CMN,465,Social Marketing Health&amp;Behav,"Applies marketing concepts and practices to bring about behavior change for a social good. Social marketing is an approach to planning and implementing projects and programs that emphasizes a customer-centered mindset to learn what people want and need to change their behavior. Designed to give students a thorough orientation to the discipline of social marketing and its application to a range of problems with an emphasis on issues in health contexts. Topics will include audience research, segmentation strategies, communication channels, marketing mix, and the application of behavioral theory. Students will acquire practical skills in the design, implementation, and evaluation of health intervention initiatives that use social marketing. Same as CHLH 465. 3 undergraduate hours. 4 graduate hours.",3 OR 4 hours.,
CMN476,CMN,476,Commercialism and the Public,"Explores the influences of advertising and commercialism and their role in defining our political culture, social institutions, and personal lives. Through readings, written reflection, visual presentations, and class discussions, the course explores a wide range of advertising and consumer issues and discusses how consumers negotiate these forces. The first part of the course is devoted to a historical overview; discussing the risk and evolving nature of advertising throughout the 20th century. Having established a historical framework, the course offers six contemporary topics to be discussed in the remainder of the semester. Topics may include, but not be limited to: the commercial mass media; the public relations industry; gender in advertising; commercialization of childhood; the commercialization of medicine and science; contemporary consumer society; advertising in schools; and food, advertising, and body image. 3 undergraduate hours. 4 graduate hours.",3 OR 4 hours.,
CMN491,CMN,491,Honors Individual Study,Individual investigation of special problems. 2 undergraduate hours. No graduate credit. May be repeated to a maximum of 4 undergraduate hours. Prerequisite: Twelve hours of communication; a grade-point average of 3.50; and consent of head of department.,2 hours.,
CMN493,CMN,493,Honors Senior Thesis,Individual study leading to a thesis for honors in the Department of Communication. 2 undergraduate hours. No graduate credit. May be repeated to a maximum of 4 undergraduate hours. Prerequisite: Senior standing; a grade-point average of 3.50; and consent of head of department.,2 hours.,
CMN496,CMN,496,Adv Topics in Communication,Advanced topics in communication not treated in regularly scheduled courses; see Class Schedule for current topics. 3 undergraduate hours. 4 graduate hours. May be repeated as topics vary.,3 OR 4 hours.,
CMN501,CMN,501,Intro to Health Communication,"Introduction to theory and research on communication in health and illness contexts, focusing on how messages from interpersonal, organizational, cultural and media sources affect health beliefs and behaviors. Some topics to be explored include: the theoretical foundations underlying differences in the ways individuals communicate about health, health campaign strategies and organizational influences on health and strategies for generating successful or beneficial health-related communication (as well as recognize problematic communicative trends).",4 hours.,
CMN507,CMN,507,Hlth Comm Orgs Profs &amp; Policy,"Study of the organizational features of the U.S. health care systems, generating a comprehensive image of the context in which communication between patients and providers, health care consumers and organizations, and public health care messages are sent, received, exchanged, interpreted, and circulated. Offered Fall terms only. Prerequisite: Only for students enrolled in the MS in Health Communications degree program.",4 hours.,
CMN529,CMN,529,Seminar Communication Theory,Special topics in communication theory and research. May be repeated to a maximum of 16 hours. Prerequisite: Consent of instructor.,4 hours.,
CMN538,CMN,538,Seminar Rhetorical Theory,Study of special topics in the history of rhetorical theory. May be repeated to a maximum of 16 hours.,4 hours.,
CMN550,CMN,550,Intro to Comm Grad Study,"Orientation to discipline of Communication and too departmental research areas. Discusses disciplinary norms, research ethics/IRB, academic writing, and professional conduct. Advice on choosing areas of research, identifying suitable graduate advisor, time management, and career planning. Faculty visitors discuss their research and professional development topics. Approved for S/U grading only. Prerequisite: Communication graduate students only.",1 hours.,
CMN574,CMN,574,Communication Research Methods,"Introduction to content analysis, survey, and experimental research designs and quantitative and qualitative analysis in communication research.",4 hours.,
CMN575,CMN,575,Capstone Individual Study,Provides capstone experience for students in the MS in Health Communication degree program.,4 hours.,
CMN595,CMN,595,Special Problems,Individual investigation of special projects not included in theses. May be repeated in separate terms. Open to master's candidates for a maximum of 4 graduate hours and to doctoral candidates for a maximum of 12 graduate hours. Prerequisite: Consent from head of department.,1 TO 12 hours.,
CMN599,CMN,599,Thesis Research,Approved for S/U grading only. May be repeated.,0 TO 16 hours.,
CPSC102,CPSC,102,Research in Crop Sciences,"Introduces students to opportunities and topics for research in crop sciences including in the lab, field, and greenhouse; introduces research procedures such as how to maintain a laboratory notebook, basic experimental design and analysis, and exploring scientific literature; and provides students training in both research safety and ethics. Approved for S/U grading only. Prerequisite: Restricted to Crop Sciences majors, Computer Sciences + Crop Sciences majors, and ACES Undeclared majors only; restricted to first time freshmen and first time transfer students.",1 hours.,
CPSC112,CPSC,112,Introduction to Crop Sciences,"Introductory course covering the principles and practices of crop production and sustainable agroecosystem management. Topics include plant growth and development, environmental factors influencing plant productivity, soil management, fertility, and nutrient cycling, pest control principles, and sustainability challenges facing modern crop production. Concepts are discussed in lecture and reinforced in hands-on laboratory sections.",4 hours.,Nat Sci & Tech - Life Sciences course.
CPSC113,CPSC,113,"Environment, Agric, &amp; Society",Introduction to agriculture and the environment; examine the largest managed ecosystem and its influence on natural ecosystems; develop a working understanding of natural and agriculture ecosystems and their interaction; examine various agriculture management strategies that can be used to produce food for an increasing world population while maintaining or improving environmental quality.,3 hours.,"Nat Sci & Tech - Life Sciences, and Cultural Studies - Western course."
CPSC180,CPSC,180,Medicinal Plants and Herbology,Same as HORT 180. See HORT 180.,3 hours.,
CPSC213,CPSC,213,Evolution in Action,Introduction to evolutionary theory. Examination of how domesticated species have evolved. Develops an appreciation of how agroecosystems influence evolution of adjacent natural ecosystems. Elucidation of evolutionary mechanisms necessary for agricultural species to adapt to global climate change.,3 hours.,
CPSC226,CPSC,226,Introduction to Weed Science,"Fundamentals of weed biology, ecology, and management. Emphasis is placed on basic principles and specific management strategies that are relevant to both crop and non-crop ecosystems. Includes a laboratory/discussion. Same as HORT 226. Prerequisite: CPSC 112 or HORT 100 or IB 103.",3 hours.,
CPSC270,CPSC,270,Applied Entomology,"Lectures, laboratory, and field trips cover the biology of insects and the recognition and management of insect pests of agricultural and urban ecosystems. Covers insect structure and physiology, classification, identification, life histories, behavior, and pest management. Same as IB 220 and NRES 270.",3 hours.,Nat Sci & Tech - Life Sciences course.
CPSC294,CPSC,294,On-Campus Crop Sci Internship,"Supervised, on-campus learning experience with faculty engaged in research. Approved for S/U grading only. May be repeated in separate terms. Independent Study courses are limited to 12 hours total applying to a degree in ACES. For registration in this course students should contact the Department Undergraduate Program Coordinator. Prerequisite: Sophomore standing, 2.0 GPA, consent of the advisor, and consent of the Department Undergraduate Program Coordinator.",1 TO 5 hours.,
CPSC352,CPSC,352,Plant Genetics,The principles of heredity in relation to plant improvement. Same as NRES 352. Prerequisite: IB 103 or IB 104.,4 hours.,
CPSC382,CPSC,382,Organic Chem of Biol Processes,"An overview of the structure, properties, and reactions of carbon-containing compounds relevant to biological processes and cellular structure. The chemistry of hydro carbon, aromatic, as well as oxygen- nitrogen-, phosphorus-, and sulfur-containing compounds will be examined. Macromolecular structures including biological membranes, carbohydrates, proteins and nucleic acids will also be discussed. Prerequisites: CHEM 102 and CHEM 104 or CHEM 202 and CHEM 204.",4 hours.,
CPSC393,CPSC,393,Off-Campus Crop Sci Internship,"Supervised, off-campus experience in a field directly pertaining to a subject matter in crop sciences. Approved for S/U grading only. May be repeated in separate terms. Independent Study courses are limited to 12 hours total applying to a degree in ACES. For registration in this course, students should contact the Department Undergraduate Program Coordinator. Prerequisite: Sophomore standing, cumulative GPA of 2.0 or above at the time the internship is arranged, and consent of instructor.",1 TO 5 hours.,
CPSC395,CPSC,395,Undergrad Research or Thesis,"Independent research, special problems, thesis, development and/or design work under the supervision of an appropriate member of the faculty. May be repeated. Independent Study courses are limited to 12 hours total applying to a degree in ACES. Prerequisite: Cumulative GPA of 2.5 or above at the time the activity is arranged and consent of instructor.",1 TO 4 hours.,
CPSC396,CPSC,396,Undergrad Honors Res or Thesis,"Individual research, special problems, thesis, development and/or design work under the direction of the Honors advisor. May be repeated. Independent Study courses are limited to 12 hours total applying to a degree in ACES. Prerequisite: Junior standing, admission to the ACES Honors Program, and consent of instructor.",1 TO 4 hours.,
CPSC407,CPSC,407,Diseases of Field Crops,Same as PLPA 407. See PLPA 407.,3 hours.,
CPSC412,CPSC,412,Principles of Crop Production,"Fundamentals in crop development and management, soil structure, management, and fertility, and how crops and soils interact are examined. Students learn how to diagnose real-world problems in fields and field crops grown in the Midwestern US, and to develop practical solutions to such problems. Prepares students to be competitive in careers within commercial crop agriculture. 3 undergraduate hours. 3 graduate hours. Prerequisite: CPSC 112 and NRES 201, or equivalent, or consent of instructor.",3 hours.,
CPSC414,CPSC,414,Forage Crops and Pasture Eco,"Forages, their plant characteristics, ecology, and production; grasslands of farm and range as related to animal production and soil conservation. 3 undergraduate hours. 3 graduate hours. Offered in alternate years. Prerequisite: An introductory class in biology.",3 hours.,
CPSC415,CPSC,415,Bioenergy Crops,Provides an overview and understanding of biomass feedstock production systems for sustainable biofuels production. 3 undergraduate hours. 3 graduate hours. Prerequisite: CPSC 112 or consent of instructor.,3 hours.,
CPSC417,CPSC,417,Water and Agriculture in the 21st Century,"Professionals well-trained in the confluence of agriculture, water, and conservation practices are required to meet crop production goals while keeping waters clean. Sources and mechanisms of nutrient loss to water from agricultural systems will be discussed. Students will be able to make recommendations for appropriate conservation practices as well as design water quality monitoring systems and analyze agricultural water quality data. 3 undergraduate hours. 3 graduate hours. Prerequisite: Successful completion of at least one course in agricultural, environmental, or soil sciences at the 300-level or above is required.",3 hours.,
CPSC419,CPSC,419,Midwest Agricultural Practices,Introduces agronomic production practices in the Midwest and economics of the crop production value chain. Specifically designed for beginning graduate students in crop genetic improvement from non-agricultural backgrounds. 1 undergraduate hour. 1 graduate hour.,1 hours.,
CPSC426,CPSC,426,Weed Mgt in Agronomic Crops,"Principles of weed ecology and biology, and their application to weed management. Herbicides and their use in corn, soybeans and other agronomic crops. Specialized topics include weed management in reduced tillage, herbicide tolerant crops and management of problem weeds. 3 undergraduate hours. 3 graduate hours. Prerequisite: CPSC 226 or consent of instructor.",3 hours.,
CPSC433,CPSC,433,Basic Toxicology,"Same as CB 449, ENVS 480 and FSHN 480. See FSHN 480.",3 hours.,
CPSC440,CPSC,440,Applied Statistical Methods I,"Statistical methods involving relationships between populations and samples; collection, organization, and analysis of data; and techniques in testing hypotheses with an introduction to regression, correlation, and analysis of variance limited to the completely randomized design and the randomized complete-block design. Same as ABE 440, ANSC 440, FSHN 440, and NRES 440. 4 undergraduate hours. 4 graduate hours. Prerequisite: MATH 112 or equivalent.",4 hours.,
CPSC441,CPSC,441,Introduction to R Programming,"Big data and statistical analyses are becoming ever more important in scientific research, as is the ability to work with statistical programming languages like R. This course covers concepts including basic numerical applications of R, R syntax, types of data arrays, creating graphics in R, recursive statements, and creating simple functions. Students are not required to have any previous exposure to R or other programming languages prior to enrolling in the course. 2 undergraduate hours. 2 graduate hours. Prerequisite: MATH 112 or equivalent, an introductory statistics course, and junior standing.",2 hours.,
CPSC444,CPSC,444,Introduction to Spatial Analytics,"New technologies in biological sciences make it possible to collect information in time and space and analyze it to open new insights with broad impact in academia and industry. The goal in this course is to provide students with a broad understanding of how to collect and integrate spatial datasets and to develop analytical skills for use in research and decision making. 4 undergraduate hours. 4 graduate hours. Prerequisite: CPSC 440 or equivalent, and some familiarity with R.",4 hours.,
CPSC448,CPSC,448,Biological Modeling,"Same as ANSC 449, GEOG 468, and IB 491. See GEOG 468.",3 OR 4 hours.,
CPSC452,CPSC,452,Advanced Plant Genetics,"Survey of selected contemporary topics in plant genetics and genomics. Topics include the nature of genes and genomes, crop domestication, selection, allelic diversity in populations, and genetics mapping. Serves as an introduction to functional genomics, population genetics, transmission genetics, quantitative genetics, and bioinformatics. Same as IB 478. 3 undergraduate hours. 3 graduate hours. Prerequisite: CPSC 352 or IB 204, or consent of instructor.",3 hours.,
CPSC466,CPSC,466,Genomics for Plant Improvement,"An overview of applying the methods of genomics to discover variation in genes and their expression, creating new genetic variation, and applying this information to the improvement of economically important plants. Emphasis is on recent advances in genomic science and activities where functional genomics information is used to efficiently create and manipulate desirable phenotypes. Same as IB 477. 2 undergraduate hours. 2 graduate hours. Prerequisite: CPSC 352 or a similar course, or consent of instructor.",2 hours.,
CPSC479,CPSC,479,Insect Pest Management,Same as IB 482. See IB 482.,3 hours.,
CPSC489,CPSC,489,Photosynthesis,Same as BIOP 432 and IB 421. See IB 421.,3 hours.,
CPSC498,CPSC,498,Crop Sci Professional Develpmt,"Topics related to professional development including resumes, interview skills, business etiquette, ethics, and presentations on opportunities in crop sciences and horticulture. 1 undergraduate hour. No graduate credit. Prerequisite: Junior standing in Crop Sciences or Horticulture.",1 hours.,
CPSC527,CPSC,527,Weed Science and Management,Advanced course on the biological and practical aspects of weeds and their management within Midwest agricultural systems. Includes discussions of current scientific literature to understand the latest advancements in weed science and management. 3 graduate hours. No professional credit. Prerequisite: CPSC 226. For Crop Sciences Online MS students only.,3 hours.,
CPSC541,CPSC,541,Regression Analysis,"The application of regression methods to problems in agriculture and natural resources. Topics include simple linear, multiple linear, and nonlinear regression analysis and correlation analysis. Emphasis is placed on predictor variable selection, diagnostics and remedial measures and validation. Both quantitative and qualitative predictor variables are examined. The SAS system is used for all analyses. Same as ANSC 541. Prerequisite: CPSC 440 or equivalent.",5 hours.,
CPSC593,CPSC,593,Adv Studies in Crop Sciences,Directed studies of selected problems or topics relevant to Crop Sciences. Study may be in one of the following fields: 1) Plant Breeding and Genetics; 2) Plant Molecular Biology; 3) Plant Physiology; 4) Crop Production and Ecology; 5) Biometrics; 6) Plant Pathology; 7) Entomology; and 8) Weed Science. Prerequisite: Consent of instructor.,1 TO 8 hours.,
CPSC594,CPSC,594,Professional Orientation CPSC,"Discussion of the philosophy and components of graduate education in Crop Sciences including discussion of the development of methods and strategies useful in research, teaching, and extension. Students will be required to develop and submit a proposal describing planned research for a non-thesis research project, M.S. thesis or Ph.D. Dissertation. Approved for S/U grading only.",1 hours.,
CPSC598,CPSC,598,Seminar,"Current research in crops, genetic engineering, plant protection and other topics relevant to Crop Sciences. Approved for both letter and S/U grading. May be repeated to a maximum of 14 hours if topics vary. Prerequisite: Graduate standing.",1 hours.,
CPSC599,CPSC,599,Thesis Research,Individual research under supervision of faculty. Required of all students working toward the Master of Sciences (thesis option) or Doctor of Philosophy in Crop Sciences. Approved for S/U grading only. May be repeated to a maximum of 16 hours if topics vary.,0 TO 16 hours.,
CS100,CS,100,Freshman Orientation,Introduction to Computer Science as a field and career for computer science majors. Overview of the field and specific examples of problem areas and methods of solution.,1 hours.,
CS101,CS,101,Intro Computing: Engrg &amp; Sci,"Fundamental principles, concepts, and methods of computing, with emphasis on applications in the physical sciences and engineering. Basic problem solving and programming techniques; fundamental algorithms and data structures; use of computers in solving engineering and scientific problems. Intended for engineering and science majors. Prerequisite: MATH 220 or MATH 221.",3 hours.,Quantitative Reasoning II course.
CS105,CS,105,Intro Computing: Non-Tech,"Computing as an essential tool of academic and professional activities. Functions and interrelationships of computer system components: hardware, systems and applications software, and networks. Widely used application packages such as spreadsheets and databases. Concepts and practice of programming for the solution of simple problems in different application areas. Intended for non-science and non-engineering majors. Prerequisite: MATH 112.",3 hours.,Quantitative Reasoning I course.
CS107,CS,107,Data Science Discovery,Same as IS 107 and STAT 107. See STAT 107.,4 hours.,Quantitative Reasoning I course.
CS125,CS,125,Intro to Computer Science,Basic concepts in computing and fundamental techniques for solving computational problems. Intended as a first course for computer science majors and others with a deep interest in computing. Prerequisite: Three years of high school mathematics or MATH 112.,4 hours.,Quantitative Reasoning I course.
CS126,CS,126,Software Design Studio,"Fundamental principles and techniques of software development. Design, documentation, testing, and debugging software, with a significant emphasis on code review. Credit is not given for both CS 242 and CS 126. Prerequisite: CS 125. For majors only.",3 hours.,
CS173,CS,173,Discrete Structures,"Discrete mathematical structures frequently encountered in the study of Computer Science. Sets, propositions, Boolean algebra, induction, recursion, relations, functions, and graphs. Credit is not given for both CS 173 and MATH 213. Prerequisite: One of CS 125, ECE 220; one of MATH 220, MATH 221.",3 hours.,
CS196,CS,196,Freshman Honors,Offered for honors credit in conjunction with other 100-level computer science courses taken concurrently. A special examination may be required for admission to this course. May be repeated. Prerequisite: Concurrent registration in another 100-level computer science course (see Schedule).,1 hours.,
CS199,CS,199,Undergraduate Open Seminar in Computer Science,Topics vary. Approved for Letter and S/U grading. May be repeated.,0 TO 5 hours.,
CS210,CS,210,Ethical &amp; Professional Issues,"Ethics for the computing profession. Ethical decision-making; licensing; intellectual property, freedom of information, and privacy. Credit is not given for both CS 210 and ECE 316. Prerequisite: CS 225. Junior standing required.",2 hours.,
CS225,CS,225,Data Structures,"Data abstractions: elementary data structures (lists, stacks, queues, and trees) and their implementation using an object-oriented programming language. Solutions to a variety of computational problems such as search on graphs and trees. Elementary analysis of algorithms. Prerequisite: CS 125 or ECE 220; CS 173 or MATH 213.",4 hours.,Quantitative Reasoning II course.
CS233,CS,233,Computer Architecture,"Fundamentals of computer architecture: digital logic design, working up from the logic gate level to understand the function of a simple computer; machine-level programming to understand implementation of high-level languages; performance models of modern computer architectures to enable performance optimization of software; hardware primitives for parallelism and security. Prerequisite: CS 125 and CS 173; credit or concurrent enrollment in CS 225.",4 hours.,
CS241,CS,241,System Programming,"Basics of system programming, including POSIX processes, process control, inter-process communication, synchronization, signals, simple memory management, file I/O and directories, shell programming, socket network programming, RPC programming in distributed systems, basic security mechanisms, and standard tools for systems programming such as debugging tools. Credit is not given for both CS 241 and ECE 391. Prerequisite: CS 225 and CS 233.",4 hours.,
